"region";"varuslag";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"1883 Karlskoga";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.5;5.0;6.8;3.1;3.0;3.2;2.3;..;0.0;..
"1883 Karlskoga";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.5;0.8;0.7;0.0;0.0;0.0;..;..;0.0;..
"1883 Karlskoga";"Eldningsolja nr 2-5";3.1;1.5;4.2;3.8;3.8;3.0;2.4;..;..;..;..;..;..;..;..;0.0;..
"1883 Karlskoga";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1883 Karlskoga";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;1.5;2.8;3.0;0.0;0.0;0.0;..;..;0.0;..
"1883 Karlskoga";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.5;1.9;2.3;0.0;0.0;0.0;..;..;0.0;..
"1884 Nora";"motorbensin";5.6;6.1;6.7;6.5;5.5;5.7;6.8;5.8;5.1;4.6;5.3;5.3;5.3;5.0;4.1;3.6;3.4
"1884 Nora";"dieselbr�nsle";2.5;3.2;3.7;4.0;3.7;3.9;3.0;3.0;3.4;4.8;4.7;5.2;5.4;5.9;5.3;5.7;5.7
"1884 Nora";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.2;0.1;0.1;0.1;0.0;0.0
"1884 Nora";"E85";..;..;..;..;..;..;..;0.2;0.1;0.2;..;..;..;..;..;..;..
"1884 Nora";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;..
"1884 Nora";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.1;0.2
"1884 Nora";"eldningsolja nr 1";4.5;3.9;4.6;3.7;3.1;2.9;2.3;2.4;2.0;2.5;1.4;1.2;1.3;0.9;1.0;1.2;0.9
"1884 Nora";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.1;3.0;3.1;2.5;2.1;1.9;1.4;1.9;1.1;1.1;0.3;0.2;0.2;0.1;0.1;0.3;0.4
"1884 Nora";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1884 Nora";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1884 Nora";"Eldningsolja nr 2-5";0.3;0.3;0.1;0.1;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1884 Nora";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.2;0.3;0.0;0.1;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1884 Nora";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1884 Nora";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1885 Lindesberg";"motorbensin";14.8;15.3;15.6;15.0;14.1;13.6;13.9;13.6;13.7;12.9;11.7;10.7;9.9;8.5;8.5;8.2;7.8
"1885 Lindesberg";"dieselbr�nsle";9.4;11.2;13.4;15.2;14.3;15.4;8.7;10.2;9.4;11.2;11.9;11.6;11.2;11.9;12.9;13.2;13.5
"1885 Lindesberg";"etanol";..;..;..;..;..;..;..;..;..;..;0.4;0.5;0.3;0.2;0.1;0.1;0.1
"1885 Lindesberg";"E85";..;..;..;..;..;..;..;0.3;0.2;0.3;..;..;..;..;..;..;..
"1885 Lindesberg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1885 Lindesberg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.5;0.9
"1885 Lindesberg";"eldningsolja nr 1";10.9;10.9;10.3;8.0;6.7;5.8;3.0;2.4;2.3;4.3;2.4;2.3;3.7;4.1;3.7;6.0;5.9
"1885 Lindesberg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";8.0;8.1;7.9;6.4;5.5;4.8;1.6;1.7;1.5;1.6;1.2;0.8;0.8;0.8;0.7;0.5;0.4
"1885 Lindesberg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.3;1.2;1.4;1.5;1.2;0.4;..;..;0.0;..
"1885 Lindesberg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1885 Lindesberg";"Eldningsolja nr 2-5";20.3;19.2;13.7;10.7;12.8;13.6;11.3;..;..;..;..;..;..;..;..;0.0;..
"1885 Lindesberg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.9;1.2;1.4;1.7;0.3;0.4;0.0;..;..;..;..;..;..;..;..;0.0;..
"1885 Lindesberg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.3;0.3;0.1;0.0;0.0;..;..;0.0;..
"1885 Lindesberg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1904 Skinnskatteberg";"motorbensin";1.7;1.9;1.8;1.7;2.3;1.4;1.7;1.6;1.9;1.4;1.8;2.4;1.7;1.6;1.6;1.5;1.4
"1904 Skinnskatteberg";"dieselbr�nsle";2.2;2.5;2.2;3.5;3.2;3.3;2.7;2.7;2.6;2.2;2.0;1.8;1.8;1.8;1.7;2.2;2.3
"1904 Skinnskatteberg";"etanol";..;..;..;..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"1904 Skinnskatteberg";"E85";..;..;..;..;..;..;..;0.0;0.0;0.0;..;..;..;..;..;..;..
"1904 Skinnskatteberg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1904 Skinnskatteberg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.1;0.1
"1904 Skinnskatteberg";"eldningsolja nr 1";3.3;5.5;4.7;3.6;1.7;1.4;0.7;0.5;1.1;0.9;0.5;0.3;0.5;0.4;0.0;0.0;0.3
"1904 Skinnskatteberg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.9;4.5;3.3;2.7;1.2;1.0;0.2;0.3;0.7;0.8;0.5;0.2;0.5;0.4;0.0;0.0;0.3
"1904 Skinnskatteberg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1904 Skinnskatteberg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1904 Skinnskatteberg";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1904 Skinnskatteberg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1904 Skinnskatteberg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1904 Skinnskatteberg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1907 Surahammar";"motorbensin";5.2;2.9;2.6;3.1;3.2;3.2;2.8;2.6;4.1;3.9;6.1;3.5;3.3;3.3;1.9;3.3;3.2
"1907 Surahammar";"dieselbr�nsle";2.2;1.9;1.8;1.4;1.2;1.0;0.6;0.9;2.6;2.7;7.2;2.7;2.8;2.8;2.2;3.8;3.9
"1907 Surahammar";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.1;0.1;0.1;0.0;0.0;0.0
"1907 Surahammar";"E85";..;..;..;..;..;..;..;0.1;0.1;0.1;..;..;..;..;..;..;..
"1907 Surahammar";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1907 Surahammar";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1907 Surahammar";"eldningsolja nr 1";4.4;3.9;5.0;3.9;3.2;2.7;2.7;2.2;2.7;2.2;1.9;2.6;2.5;1.5;0.8;0.5;0.4
"1907 Surahammar";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.7;2.2;1.8;1.3;0.8;0.7;0.2;0.6;0.5;0.8;0.9;1.2;0.8;0.2;0.1;0.2;0.2
"1907 Surahammar";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1907 Surahammar";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1907 Surahammar";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1907 Surahammar";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1907 Surahammar";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1907 Surahammar";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1917 Heby";"motorbensin";8.3;8.9;9.3;8.3;8.4;7.2;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"dieselbr�nsle";5.8;5.4;5.1;6.0;8.9;9.2;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"etanol";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"E85";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 1";7.4;7.2;7.1;6.1;5.2;4.4;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";4.7;4.3;4.0;3.4;2.5;2.1;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1917 Heby";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"1960 Kungs�r";"motorbensin";3.7;4.0;4.2;4.3;4.4;3.7;3.6;3.3;3.5;3.2;3.1;3.0;2.8;2.7;2.6;2.6;2.4
"1960 Kungs�r";"dieselbr�nsle";3.3;3.7;3.8;3.8;3.6;3.6;2.6;3.1;2.8;3.2;3.5;3.5;3.7;3.4;3.5;3.8;4.0
"1960 Kungs�r";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.1;0.0;0.0;0.0;0.0;0.0
"1960 Kungs�r";"E85";..;..;..;..;..;..;..;0.1;0.1;0.1;..;..;..;..;..;..;..
"1960 Kungs�r";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1960 Kungs�r";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1960 Kungs�r";"eldningsolja nr 1";2.8;2.2;1.9;1.8;0.8;0.7;0.7;0.2;0.9;0.2;0.2;0.1;0.1;0.1;0.1;0.1;..
"1960 Kungs�r";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.7;2.1;1.8;1.7;0.7;0.6;0.7;0.2;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1
"1960 Kungs�r";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1960 Kungs�r";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1960 Kungs�r";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1960 Kungs�r";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1960 Kungs�r";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1960 Kungs�r";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1961 Hallstahammar";"motorbensin";10.1;10.7;11.4;11.2;11.0;10.8;10.1;9.5;10.5;8.2;5.5;7.2;6.7;6.5;6.4;6.3;5.9
"1961 Hallstahammar";"dieselbr�nsle";4.5;4.9;5.7;5.4;5.4;5.6;5.5;6.4;7.8;8.8;5.3;10.3;10.8;10.8;11.9;13.0;12.4
"1961 Hallstahammar";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.3;0.2;0.2;0.1;0.1;0.1
"1961 Hallstahammar";"E85";..;..;..;..;..;..;..;0.3;0.2;0.3;..;..;..;..;..;..;..
"1961 Hallstahammar";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1961 Hallstahammar";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.3
"1961 Hallstahammar";"eldningsolja nr 1";3.9;3.9;5.4;5.6;2.7;2.2;1.1;0.9;0.8;0.8;0.6;0.5;0.3;0.4;0.4;0.5;0.5
"1961 Hallstahammar";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.6;3.6;5.0;5.2;1.8;1.5;1.0;0.7;0.7;0.7;0.6;0.4;0.3;0.4;0.4;0.5;0.5
"1961 Hallstahammar";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1961 Hallstahammar";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1961 Hallstahammar";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1961 Hallstahammar";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1961 Hallstahammar";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1961 Hallstahammar";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1962 Norberg";"motorbensin";2.8;3.0;3.5;2.7;2.8;1.8;1.4;1.2;2.2;2.1;1.9;1.8;1.3;1.1;1.3;1.3;1.2
"1962 Norberg";"dieselbr�nsle";2.2;1.8;1.5;2.6;2.5;2.5;1.6;1.7;1.8;2.2;2.2;2.2;2.0;1.7;1.7;2.4;2.2
"1962 Norberg";"etanol";..;..;..;..;..;..;..;..;..;..;0.0;0.0;0.0;..;..;0.0;..
"1962 Norberg";"E85";..;..;..;..;..;..;..;0.0;0.0;0.0;..;..;..;..;..;..;..
"1962 Norberg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1962 Norberg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1962 Norberg";"eldningsolja nr 1";3.8;2.9;2.0;1.7;1.2;1.0;0.6;0.4;0.2;0.3;0.2;0.2;0.1;0.1;0.0;0.0;0.0
"1962 Norberg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.4;2.5;1.6;1.3;0.8;0.6;0.4;0.3;0.2;0.3;0.2;0.2;0.1;0.1;0.0;0.0;0.0
"1962 Norberg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1962 Norberg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1962 Norberg";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1962 Norberg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1962 Norberg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1962 Norberg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1980 V�ster�s";"motorbensin";78.3;78.7;77.1;76.0;72.0;67.6;67.4;63.3;67.8;61.1;54.5;52.2;56.1;54.6;55.0;49.4;47.2
"1980 V�ster�s";"dieselbr�nsle";44.3;45.1;48.2;50.7;44.2;44.2;54.2;53.1;53.3;71.7;76.5;85.6;90.3;91.9;92.1;96.6;102.5
"1980 V�ster�s";"etanol";..;..;..;..;..;..;..;..;..;..;3.3;3.0;2.1;1.9;1.2;1.0;0.9
"1980 V�ster�s";"E85";..;..;..;..;..;..;..;2.5;2.4;2.9;..;..;..;..;..;..;..
"1980 V�ster�s";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.3;..
"1980 V�ster�s";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.2;11.1
"1980 V�ster�s";"eldningsolja nr 1";19.6;14.3;11.9;9.0;7.1;5.9;15.4;13.2;13.0;17.3;15.8;17.3;12.7;16.7;16.2;15.3;15.6
"1980 V�ster�s";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";17.5;12.2;9.5;7.2;6.2;5.2;14.5;12.3;12.8;16.8;14.6;16.4;12.0;15.6;15.6;14.7;15.0
"1980 V�ster�s";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1980 V�ster�s";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1980 V�ster�s";"Eldningsolja nr 2-5";0.0;5.3;11.8;4.3;0.0;4.4;4.4;..;..;..;..;..;..;..;..;0.0;..
"1980 V�ster�s";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1980 V�ster�s";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.3;8.2;12.0;0.0;0.0;0.0;..;..;0.0;..
"1980 V�ster�s";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1981 Sala";"motorbensin";14.4;14.8;14.9;15.6;15.9;14.6;16.4;15.7;14.7;11.2;10.3;15.7;13.4;10.1;10.2;8.1;7.8
"1981 Sala";"dieselbr�nsle";5.7;5.9;5.3;6.5;8.3;8.9;7.4;7.7;8.8;8.2;7.1;9.8;13.1;9.0;9.7;9.8;10.6
"1981 Sala";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.6;0.6;0.3;0.2;0.1;0.1
"1981 Sala";"E85";..;..;..;..;..;..;..;0.5;0.4;0.4;..;..;..;..;..;..;..
"1981 Sala";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1981 Sala";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1981 Sala";"eldningsolja nr 1";7.5;6.2;5.1;4.5;3.2;2.6;0.6;0.3;0.8;0.9;0.5;0.7;0.4;0.4;0.6;0.5;0.6
"1981 Sala";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";6.8;5.1;4.0;4.0;2.7;2.2;0.5;0.3;0.7;0.5;0.3;0.3;0.2;0.1;0.1;0.1;0.1
"1981 Sala";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1981 Sala";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1981 Sala";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1981 Sala";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1981 Sala";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1981 Sala";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1982 Fagersta";"motorbensin";10.3;10.8;11.0;10.0;10.0;9.9;12.1;10.5;10.7;9.3;8.3;7.4;8.3;7.7;7.5;6.1;5.7
"1982 Fagersta";"dieselbr�nsle";3.1;3.6;3.8;3.8;8.0;8.7;6.7;6.4;5.6;7.1;17.7;17.8;18.0;19.1;19.1;8.4;9.1
"1982 Fagersta";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.3;0.3;0.3;0.2;0.1;0.1
"1982 Fagersta";"E85";..;..;..;..;..;..;..;0.2;0.2;0.3;..;..;..;..;..;..;..
"1982 Fagersta";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1982 Fagersta";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1982 Fagersta";"eldningsolja nr 1";4.5;4.3;5.4;4.2;4.1;3.4;2.4;0.9;0.4;0.9;5.7;5.1;4.6;0.3;0.2;0.1;..
"1982 Fagersta";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";4.2;4.1;5.2;4.1;3.2;2.7;1.7;0.8;0.3;0.8;5.7;5.1;4.6;0.3;0.2;0.1;0.1
"1982 Fagersta";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1982 Fagersta";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1982 Fagersta";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1982 Fagersta";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1982 Fagersta";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1982 Fagersta";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1983 K�ping";"motorbensin";17.7;17.1;17.3;16.9;18.3;18.5;14.2;14.1;15.5;12.7;12.0;11.2;12.5;13.0;13.2;10.7;10.2
"1983 K�ping";"dieselbr�nsle";7.9;7.6;7.9;9.4;9.8;10.6;8.0;9.7;9.6;9.1;8.7;8.8;10.1;11.0;12.3;11.9;13.4
"1983 K�ping";"etanol";..;..;..;..;..;..;..;..;..;..;0.6;0.6;0.4;0.4;0.3;0.1;0.1
"1983 K�ping";"E85";..;..;..;..;..;..;..;0.5;0.5;0.6;..;..;..;..;..;..;..
"1983 K�ping";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1983 K�ping";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.3;1.1
"1983 K�ping";"eldningsolja nr 1";8.8;7.4;6.6;6.2;4.8;4.1;3.9;1.7;1.9;1.7;1.1;1.0;1.0;1.3;1.0;1.0;0.9
"1983 K�ping";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";8.1;6.8;6.1;5.8;4.3;3.6;2.8;1.4;1.9;1.3;0.6;0.6;0.5;0.4;0.6;0.7;0.5
"1983 K�ping";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.5;0.5;0.6;0.4;0.5;0.5;0.4;..;2.4;..
"1983 K�ping";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.5;0.5;0.6;0.4;0.5;0.5;0.4;..;0.0;..
"1983 K�ping";"Eldningsolja nr 2-5";0.6;0.4;0.6;0.6;0.6;0.7;0.6;..;..;..;..;..;..;..;..;0.0;..
"1983 K�ping";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.6;0.4;0.6;0.6;0.5;0.6;0.5;..;..;..;..;..;..;..;..;0.0;..
"1983 K�ping";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.3;0.5;0.1;0.2;0.2;0.1;0.1;0.0;..
"1983 K�ping";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.3;0.0;0.0;0.0;0.0;..;..;0.0;..
"1984 Arboga";"motorbensin";12.7;13.0;12.5;12.4;13.1;11.8;13.2;12.4;12.3;11.7;10.8;9.7;9.1;9.0;8.8;8.6;8.3
"1984 Arboga";"dieselbr�nsle";7.4;7.3;7.6;8.1;8.1;8.9;7.9;9.2;9.1;10.0;10.3;12.6;14.3;14.6;15.8;16.6;17.6
"1984 Arboga";"etanol";..;..;..;..;..;..;..;..;..;..;0.5;0.5;0.4;0.4;0.2;0.1;0.1
"1984 Arboga";"E85";..;..;..;..;..;..;..;0.7;0.6;0.7;..;..;..;..;..;..;..
"1984 Arboga";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1984 Arboga";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
